workclass,race,sex,native-country,income,age_range,hours-per-week_range,education-degree
private,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,Assoc
state-gov,white,female,united-states,<=50k,45-60,21-40,Mast
,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,15-30,61-80,Assoc
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,41-60,HS-College
private,black,female,united-states,<=50k,15-30,41-60,Bach
private,white,male,united-states,<=50k,45-60,41-60,Assoc
private,white,female,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,<=50k,60-75,21-40,HS-College
self-emp-not-inc,white,male,united-states,<=50k,30-45,41-60,Mast
private,white,male,united-states,<=50k,30-45,41-60,Bach
federal-gov,black,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,30-45,41-60,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
local-gov,white,male,united-states,<=50k,45-60,21-40,MiddleSchool
self-emp-not-inc,white,male,united-states,<=50k,45-60,41-60,Bach
state-gov,white,male,united-states,<=50k,45-60,21-40,Bach
private,white,male,england,<=50k,15-30,0-20,MiddleSchool
private,white,male,united-states,>50k,30-45,41-60,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Bach
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
self-emp-not-inc,white,male,united-states,<=50k,75-90,21-40,MiddleSchool
private,white,male,united-states,<=50k,45-60,41-60,HS-College
federal-gov,white,male,united-states,>50k,30-45,41-60,Bach
private,white,female,united-states,<=50k,45-60,41-60,MiddleSchool
private,white,male,united-states,<=50k,60-75,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,Bach
,white,female,united-states,<=50k,15-30,21-40,Assoc
federal-gov,white,male,united-states,>50k,45-60,21-40,Bach
self-emp-not-inc,white,male,united-states,>50k,30-45,41-60,Mast
self-emp-inc,white,male,united-states,>50k,15-30,21-40,Postmaster
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,45-60,41-60,Assoc
federal-gov,white,male,united-states,>50k,15-30,21-40,Bach
local-gov,white,male,united-states,<=50k,15-30,61-80,Bach
private,white,female,united-states,<=50k,45-60,0-20,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,ecuador,>50k,30-45,41-60,Mast
private,white,female,united-states,>50k,30-45,21-40,Bach
private,black,male,united-states,>50k,30-45,41-60,Bach
self-emp-not-inc,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,41-60,Bach
private,asian-pac-islander,male,india,>50k,30-45,41-60,Assoc
self-emp-not-inc,asian-pac-islander,male,south,>50k,30-45,61-80,Bach
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,black,female,united-states,<=50k,45-60,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,15-30,0-20,Bach
private,white,male,united-states,<=50k,15-30,41-60,HS-College
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,white,male,united-states,<=50k,15-30,81-100,Assoc
private,other,male,dominican-republic,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,<=50k,30-45,21-40,HS-College
self-emp-not-inc,amer-indian-eskimo,male,united-states,<=50k,30-45,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,21-40,Bach
private,white,male,united-states,<=50k,15-30,0-20,Assoc
local-gov,white,male,united-states,>50k,30-45,21-40,Bach
private,black,male,united-states,<=50k,15-30,0-20,Assoc
private,white,female,united-states,<=50k,15-30,0-20,MiddleSchool
private,white,male,united-states,<=50k,30-45,41-60,Bach
private,black,male,united-states,<=50k,45-60,21-40,MiddleSchool
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,30-45,21-40,Bach
private,white,female,united-states,>50k,15-30,21-40,Assoc
private,white,male,united-states,>50k,60-75,21-40,Bach
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,black,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,30-45,21-40,Bach
local-gov,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,black,female,united-states,<=50k,15-30,41-60,Bach
private,white,male,honduras,<=50k,30-45,21-40,Elementary
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,15-30,0-20,MiddleSchool
private,white,male,united-states,>50k,60-75,81-100,Assoc
private,white,male,united-states,>50k,15-30,41-60,Bach
private,white,male,united-states,<=50k,30-45,21-40,Mast
private,white,male,united-states,<=50k,45-60,21-40,Bach
local-gov,white,female,united-states,>50k,30-45,41-60,Mast
private,white,male,united-states,>50k,30-45,41-60,Assoc
,white,male,united-states,<=50k,45-60,0-20,Elementary
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,45-60,21-40,Elementary
private,white,male,united-states,<=50k,45-60,41-60,Bach
private,white,male,united-states,>50k,45-60,41-60,Bach
self-emp-not-inc,white,male,united-states,>50k,60-75,0-20,Bach
state-gov,white,female,united-states,<=50k,30-45,0-20,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Bach
private,white,male,united-states,>50k,15-30,21-40,HS-College
private,black,male,,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Bach
private,white,female,united-states,<=50k,45-60,21-40,MiddleSchool
,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,male,united-states,>50k,45-60,61-80,Mast
self-emp-not-inc,white,male,united-states,<=50k,45-60,41-60,Elementary
private,white,female,united-states,<=50k,60-75,0-20,MiddleSchool
private,white,male,united-states,<=50k,45-60,41-60,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
,white,female,united-states,<=50k,60-75,0-20,HS-College
private,white,male,canada,<=50k,45-60,21-40,MiddleSchool
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,21-40,Bach
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,45-60,21-40,Mast
private,white,male,ireland,<=50k,30-45,41-60,Assoc
local-gov,white,female,united-states,>50k,30-45,41-60,Bach
private,white,male,united-states,<=50k,15-30,81-100,Elementary
private,white,female,united-states,<=50k,60-75,21-40,HS-College
private,black,male,united-states,<=50k,15-30,0-20,MiddleSchool
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,30-45,41-60,Assoc
private,black,male,united-states,<=50k,15-30,0-20,Assoc
self-emp-not-inc,white,male,united-states,>50k,30-45,21-40,Postmaster
private,white,male,columbia,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,Mast
private,white,male,united-states,>50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,30-45,41-60,Bach
local-gov,white,female,united-states,>50k,45-60,41-60,Bach
private,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,45-60,21-40,MiddleSchool
self-emp-inc,white,male,united-states,<=50k,75-90,0-20,Assoc
private,black,female,united-states,<=50k,15-30,21-40,Assoc
local-gov,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,21-40,Bach
federal-gov,black,male,united-states,<=50k,45-60,21-40,Assoc
,white,female,united-states,<=50k,60-75,0-20,Bach
private,white,female,united-states,<=50k,30-45,21-40,Mast
private,white,male,united-states,>50k,30-45,21-40,Bach
self-emp-inc,white,male,united-states,>50k,30-45,41-60,Mast
private,white,female,united-states,<=50k,15-30,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,,<=50k,15-30,21-40,Elementary
private,white,male,united-states,>50k,30-45,21-40,Mast
private,white,male,united-states,<=50k,15-30,0-20,Bach
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,asian-pac-islander,male,philippines,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
self-emp-inc,white,male,united-states,>50k,75-90,41-60,HS-College
private,white,female,united-states,>50k,30-45,21-40,Assoc
state-gov,white,female,united-states,<=50k,30-45,21-40,Assoc
,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
federal-gov,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,45-60,41-60,Assoc
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,black,female,united-states,<=50k,45-60,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
,black,male,united-states,<=50k,15-30,0-20,Assoc
local-gov,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,Bach
private,white,male,united-states,<=50k,30-45,41-60,Assoc
private,white,female,united-states,<=50k,15-30,21-40,MiddleSchool
state-gov,white,male,united-states,<=50k,45-60,21-40,Assoc
local-gov,white,female,united-states,<=50k,45-60,21-40,Assoc
private,white,male,united-states,<=50k,45-60,21-40,MiddleSchool
federal-gov,white,female,united-states,<=50k,60-75,21-40,Bach
private,white,male,united-states,>50k,45-60,21-40,HS-College
self-emp-not-inc,white,male,united-states,<=50k,45-60,41-60,HS-College
self-emp-inc,white,male,united-states,>50k,60-75,21-40,Assoc
private,white,male,united-states,>50k,30-45,61-80,Mast
private,white,male,united-states,>50k,30-45,21-40,Mast
self-emp-not-inc,black,male,united-states,>50k,45-60,41-60,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
self-emp-not-inc,white,female,united-states,<=50k,45-60,21-40,MiddleSchool
private,white,female,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,male,united-states,>50k,15-30,61-80,Bach
self-emp-not-inc,amer-indian-eskimo,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,45-60,21-40,MiddleSchool
private,white,female,united-states,<=50k,30-45,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Bach
private,white,male,united-states,>50k,45-60,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,15-30,41-60,HS-College
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
federal-gov,white,female,united-states,<=50k,45-60,21-40,Bach
state-gov,white,female,united-states,<=50k,30-45,21-40,Assoc
private,black,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,HS-College
federal-gov,asian-pac-islander,male,united-states,<=50k,30-45,21-40,Bach
private,white,male,united-states,<=50k,15-30,0-20,MiddleSchool
self-emp-not-inc,white,female,united-states,<=50k,45-60,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,21-40,HS-College
self-emp-inc,white,male,united-states,>50k,45-60,41-60,Bach
private,white,male,united-states,<=50k,15-30,21-40,Bach
private,white,male,united-states,>50k,30-45,21-40,HS-College
private,black,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,female,england,<=50k,15-30,41-60,HS-College
private,white,female,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,<=50k,45-60,21-40,Elementary
private,white,male,united-states,>50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,41-60,Bach
private,white,female,united-states,<=50k,15-30,0-20,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,mexico,<=50k,15-30,21-40,Elementary
private,white,male,united-states,>50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Bach
private,black,female,united-states,<=50k,45-60,21-40,HS-College
,amer-indian-eskimo,female,united-states,<=50k,15-30,0-20,Assoc
private,white,female,united-states,<=50k,15-30,0-20,HS-College
,black,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
local-gov,white,male,united-states,<=50k,30-45,21-40,Bach
local-gov,white,male,united-states,<=50k,60-75,41-60,Bach
private,white,female,united-states,<=50k,30-45,41-60,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,15-30,41-60,MiddleSchool
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,,<=50k,15-30,21-40,Bach
local-gov,white,female,united-states,<=50k,60-75,21-40,Assoc
private,black,female,united-states,<=50k,15-30,21-40,HS-College
private,asian-pac-islander,male,south,>50k,45-60,41-60,Bach
private,white,female,germany,<=50k,30-45,21-40,Bach
private,white,female,united-states,<=50k,45-60,41-60,Mast
private,white,female,united-states,<=50k,60-75,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,45-60,41-60,Assoc
self-emp-not-inc,white,male,united-states,>50k,30-45,41-60,Bach
private,white,male,united-states,<=50k,30-45,41-60,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,30-45,41-60,HS-College
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,white,male,united-states,>50k,45-60,41-60,Assoc
federal-gov,white,female,united-states,>50k,30-45,21-40,Mast
private,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,Mast
private,white,male,united-states,<=50k,15-30,21-40,Bach
private,white,male,united-states,>50k,45-60,41-60,Mast
private,white,male,united-states,<=50k,45-60,41-60,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,45-60,21-40,Bach
private,white,female,united-states,<=50k,15-30,0-20,Assoc
,white,female,united-states,<=50k,60-75,21-40,Assoc
private,white,female,united-states,<=50k,30-45,21-40,HS-College
federal-gov,amer-indian-eskimo,female,united-states,>50k,30-45,41-60,Postmaster
private,asian-pac-islander,female,philippines,>50k,30-45,41-60,Bach
private,black,male,united-states,>50k,45-60,61-80,Assoc
self-emp-inc,white,male,united-states,<=50k,30-45,41-60,HS-College
private,white,male,el-salvador,<=50k,15-30,21-40,MiddleSchool
private,white,male,el-salvador,<=50k,30-45,41-60,MiddleSchool
private,white,female,united-states,<=50k,45-60,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,asian-pac-islander,male,japan,<=50k,15-30,21-40,Mast
self-emp-not-inc,white,male,united-states,<=50k,30-45,21-40,Assoc
self-emp-not-inc,white,male,hungary,<=50k,15-30,41-60,HS-College
